message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=0.590964, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.131905557";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.611095, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.127244839";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.611095, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.114162213";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.631226, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.113208467";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.631226, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.111687233";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.631226, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.097233736";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.651357, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.096894216";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.651357, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.095531618";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.651357, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.081713168";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.671488, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.080384894";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.671488, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.078719788";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.691619, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.066425307";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.671488, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.065865382";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.691619, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.064712569";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.691619, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.050263517";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.711750, y=-0.020447])";"30";"turtlesim2.sim";"1760103491.049027966";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.711750, y=-0.020447])";"30";"turtlesim3.sim";"1760103491.047076165";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.711750, y=-0.020447])";"30";"turtlesim1.sim";"1760103491.034281907";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
